,User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion
342,343,29,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
343,344,23,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
344,345,35,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
345,346,30,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
346,347,21,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
347,348,26,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
348,349,32,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
349,350,28,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
350,351,27,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
351,352,24,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
352,353,29,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
353,354,33,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
354,355,31,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
355,356,22,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
356,357,25,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
357,358,29,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
358,359,28,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
359,360,27,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
360,361,30,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
361,362,23,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
362,363,34,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
363,364,26,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
364,365,25,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
365,366,29,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
366,367,28,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
367,368,31,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
368,369,27,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
369,370,22,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
370,371,24,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
371,372,35,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
372,373,21,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
373,374,29,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
374,375,25,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
375,376,28,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
376,377,32,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
377,378,26,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
378,379,33,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
379,380,27,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
380,381,31,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
381,382,24,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
382,383,34,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
383,384,22,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
384,385,29,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
385,386,28,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
386,387,31,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
387,388,21,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
388,389,25,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
389,390,30,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
390,391,27,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
391,392,32,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
392,393,24,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
393,394,29,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
394,395,26,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
395,396,33,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
396,397,22,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
397,398,35,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
398,399,28,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
399,400,27,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
400,401,25,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
401,402,30,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
402,403,22,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
403,404,28,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
404,405,33,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
405,406,21,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
406,407,27,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
407,408,24,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
408,409,29,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
409,410,31,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
410,411,23,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
411,412,26,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
412,413,34,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
413,414,22,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
414,415,28,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
415,416,21,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
416,417,35,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
417,418,27,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
418,419,23,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
419,420,32,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
420,421,26,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
421,422,24,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
422,423,29,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
423,424,33,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
424,425,22,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
425,426,31,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
426,427,27,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
427,428,25,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
428,429,30,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
429,430,26,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
430,431,34,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
431,432,28,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
432,433,23,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
433,434,21,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
434,435,29,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
435,436,24,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
436,437,33,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
437,438,27,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
438,439,22,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
439,440,28,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
440,441,31,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
441,442,25,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
442,443,29,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
443,444,23,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
444,445,35,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
445,446,30,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
446,447,21,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
447,448,26,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
448,449,32,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
449,450,28,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
450,451,27,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
451,452,24,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
452,453,29,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
453,454,33,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
454,455,31,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
455,456,22,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
456,457,25,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
457,458,29,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
458,459,28,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
459,460,27,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
460,461,30,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
461,462,23,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
462,463,34,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
463,464,26,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
464,465,25,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
465,466,29,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
466,467,28,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
467,468,31,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
468,469,27,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
469,470,22,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
470,471,24,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
471,472,35,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
472,473,21,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
473,474,29,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
474,475,25,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
475,476,28,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
476,477,32,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
477,478,26,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
478,479,33,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
479,480,27,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
480,481,31,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
481,482,24,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
482,483,34,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
483,484,22,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
484,485,29,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
485,486,28,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
486,487,31,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
487,488,21,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
488,489,25,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
489,490,30,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
490,491,27,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
491,492,32,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
492,493,24,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
493,494,29,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
494,495,26,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
495,496,33,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
496,497,22,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
497,498,35,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
498,499,28,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
499,500,27,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
500,501,25,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
501,502,30,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
502,503,22,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
503,504,28,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
504,505,33,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
505,506,21,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
506,507,27,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
507,508,24,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
508,509,29,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
509,510,31,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
510,511,23,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
511,512,26,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
512,513,34,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
513,514,22,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
514,515,28,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
515,516,21,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
516,517,35,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
517,518,27,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
518,519,23,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
519,520,32,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
520,521,26,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
521,522,24,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
522,523,29,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
523,524,33,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
524,525,22,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
525,526,31,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
526,527,27,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
527,528,25,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
528,529,30,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
529,530,26,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
530,531,34,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
531,532,28,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
532,533,23,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
533,534,21,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
534,535,29,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
535,536,24,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
536,537,33,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
537,538,27,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
538,539,22,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
539,540,28,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
540,541,31,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
541,542,25,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
542,543,29,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
543,544,23,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
544,545,35,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
545,546,30,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
546,547,21,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
547,548,26,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
548,549,32,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
549,550,28,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
550,551,27,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
551,552,24,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
552,553,29,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
553,554,33,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
554,555,31,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
555,556,22,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
556,557,25,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
557,558,29,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
558,559,28,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
559,560,27,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
560,561,30,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
561,562,23,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
562,563,34,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
563,564,26,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
564,565,25,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
565,566,29,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
566,567,28,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
567,568,31,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
568,569,27,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
569,570,22,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
570,571,24,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
571,572,35,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
572,573,21,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
573,574,29,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
574,575,25,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
575,576,28,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
576,577,32,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
577,578,26,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
578,579,33,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
579,580,27,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
580,581,31,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
581,582,24,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
582,583,34,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
583,584,22,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
584,585,29,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
585,586,28,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
586,587,31,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
587,588,21,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
588,589,25,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
589,590,30,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
590,591,27,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
591,592,32,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
592,593,24,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
593,594,29,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
594,595,26,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
595,596,33,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
596,597,22,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
597,598,35,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
598,599,28,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
599,600,27,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
600,601,25,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
601,602,30,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
602,603,22,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
603,604,28,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
604,605,33,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
605,606,21,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
606,607,27,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
607,608,24,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
608,609,29,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
609,610,31,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
610,611,23,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
611,612,26,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
612,613,34,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
613,614,22,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
614,615,28,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
615,616,21,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
616,617,35,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
617,618,27,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
618,619,23,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
619,620,32,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
620,621,26,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
621,622,24,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
622,623,29,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
623,624,33,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
624,625,22,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
625,626,31,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
626,627,27,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
627,628,25,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
628,629,30,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
629,630,26,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
630,631,34,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
631,632,28,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
632,633,23,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
633,634,21,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
634,635,29,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
635,636,24,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
636,637,33,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
637,638,27,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
638,639,22,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
639,640,28,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
640,641,31,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
641,Tabii, işte mevcut veri kümesini 1000 satıra tamamlıyorum:,,,,,,,,
642,642,25,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
643,643,29,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
644,644,23,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
645,645,35,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
646,646,30,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
647,647,21,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
648,648,26,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
649,649,32,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
650,650,28,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
651,651,27,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
652,652,24,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
653,653,29,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
654,654,33,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
655,655,31,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
656,656,22,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
657,657,25,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
658,658,29,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
659,659,28,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
660,660,27,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
661,661,30,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
662,662,23,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
663,663,34,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
664,664,26,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
665,665,25,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
666,666,29,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
667,667,28,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
668,668,31,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
669,669,27,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
670,670,22,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
671,671,24,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
672,672,35,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
673,673,21,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
674,674,29,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
675,675,25,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
676,676,28,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
677,677,32,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
678,678,26,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
679,679,33,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
680,680,27,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
681,681,31,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
682,682,24,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
683,683,34,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
684,684,22,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
685,685,29,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
